,映画（作品名）,年,月,日,公開日
27916,宝塚歌劇 星組梅田芸術劇場公演「エル・アルコン－鷹－」「Ｒａｙ －星の光線－」千秋楽 ライブ中継,2020,11,28,20201128
27919,君は彼方,2020,11,28,20201128
27920,真鮫島事件,2020,11,28,20201128
27923,グリザイア：ファントムトリガー ＴＨＥ ＡＮＩＭＡＴＩＯＮ スターゲイザー,2020,11,28,20201128
27942,先行上映会「ゆるキャン△ ＳＥＡＳＯＮ２～磐田・浜松編～」 ライブビューイング,2020,11,29,20201129
27995,ガメラ 大怪獣空中決戦＜４Ｋデジタル復元版＞,2020,12,1,20201201
28008,Ｍ－１ グランプリ 準決勝 ２０２０ ライブ・ビューイング,2020,12,2,20201202
28051,滝沢歌舞伎 ＺＥＲＯ ２０２０ Ｔｈｅ Ｍｏｖｉｅ,2020,12,4,20201204
28052,サイレント・トーキョー,2020,12,4,20201204
28055,ヱヴァンゲリヲン 新劇場版：序,2020,12,4,20201204
28064,燃ゆる女の肖像,2020,12,4,20201204
28077,劇場版 Ｆａｔｅ／Ｇｒａｎｄ Ｏｒｄｅｒ 神聖円卓領域キャメロット 前編,2020,12,5,20201205
28080,魔女がいっぱい,2020,12,5,20201205
28123,ミセス・ノイズィ,2020,12,6,20201206
28190,アンジュルム コンサートツアー ２０２０ 船木結卒業スペシャルライブビューイング,2020,12,9,20201209
28225,新解釈・三國志,2020,12,11,20201211
28226,天外者,2020,12,11,20201211
28235,イエスかノーか半分か／まるだせ金太狼（ＢＬ ＦＥＳ！！２０２０）,2020,12,11,20201211
28258,ヱヴァンゲリヲン 新劇場版：破,2020,12,12,20201212
28267,ネクスト・ドリーム ふたりで叶える夢,2020,12,12,20201212
28316,宝塚歌劇 宙組宝塚大劇場公演「神々の土地」「クラシカル ビジュー」千秋楽 ライブ中継,2020,12,14,20201214
28319,宝塚歌劇 宙組宝塚大劇場公演「アナスタシア」ライブ中継,2020,12,14,20201214
28334,舞台「両国花錦闘士」 ライブビューイング,2020,12,15,20201215
28403,ワンダーウーマン １９８４,2020,12,18,20201218
28404,劇場版 仮面ライダーセイバー／ゼロワン,2020,12,18,20201218
28423,日本独立,2020,12,18,20201218
28434,ヱヴァンゲリヲン 新劇場版：Ｑ,2020,12,19,20201219
28437,ビルとテッドの時空旅行 音楽で世界を救え！,2020,12,19,20201219
28438,私をくいとめて,2020,12,19,20201219
28471,スレイヤーズ３０周年記念イベント ライブ・ビューイング ～今こそ！集まってくんないと暴れちゃうぞ！～,2020,12,20,20201220
28492,森の学校,2020,12,21,20201221
28527,約束のネバーランド,2020,12,23,20201223
28576,映画 えんとつ町のプペル,2020,12,25,20201225
28581,ジョゼと虎と魚たち,2020,12,25,20201225
28582,ＨｏｎｅｙＷｏｒｋｓ １０ｔｈ Ａｎｎｉｖｅｒｓａｒｙ ＬＩＰ×ＬＩＰ,2020,12,25,20201225
28587,特別上映版 ワールドトリガー ２ｎｄシーズン,2020,12,25,20201225
28618,ＡＷＡＫＥ,2020,12,26,20201226
28621,新感染半島 ファイナル・ステージ,2020,12,26,20201226
28626,劇場版 ポケットモンスター ココ,2020,12,27,20201227
28647,（ＳＲ２０★ＬＩＶＥ ＺＯＵＮＤ 滅殺開墾ハードコアｖｅｒ） プロメア,2020,12,27,20201227
28762,燃えよデブゴン ＴＯＫＹＯ ＭＩＳＳＩＯＮ,2021,1,1,20210101
28767,大コメ騒動,2021,1,1,20210101
28838,劇場版 生徒会役員共,2021,1,4,20210104
28899,Ｓｗａｌｌｏｗ／スワロウ,2021,1,6,20210106
28918,西野亮廣がゆく「映画 えんとつ町のプペル」！トークショー付き上映！,2021,1,7,20210107
28925,銀魂 ＴＨＥ ＦＩＮＡＬ,2021,1,8,20210108
28930,おとなの事情 スマホをのぞいたら,2021,1,8,20210108
28937,劇場版 岩合光昭の世界ネコ歩き あるがままに、水と大地,2021,1,8,20210108
28946,スタントウーマン ハリウッドの知られざるヒーローたち,2021,1,8,20210108
28971,劇場版 生徒会役員共２,2021,1,9,20210109
28992,新世紀エヴァンゲリオン劇場版 ＤＥＡＴＨ（ＴＲＵＥ）２／Ａｉｒ／まごころを、君に,2021,1,10,20210110
29019,ヱヴァンゲリヲン新劇場版：Ｑ ｖｅｒ．３．３３３,2021,1,11,20210111
29032,劇場版 美少女戦士セーラームーンＥｔｅｒｎａｌ 前編,2021,1,12,20210112
29123,アンチ・ライフ,2021,1,15,20210115
29146,４３年後のアイ・ラヴ・ユー （字幕版）,2021,1,16,20210116
29161,ミュージカル「刀剣乱舞」五周年記念 壽 乱舞音曲祭ライブビューイング,2021,1,17,20210117
29174,ＴＨＥ ＯＲＡＬ ＣＩＧＡＲＥＴＴＥＳ Ｉｎｔｅｒａｃｔｉｖｅ Ｍｏｖｉｅ「ＯＲＡＬＩＵＭ」,2021,1,17,20210117
29179,夏目友人帳 石起こしと怪しき来訪者,2021,1,18,20210118
29244,ズーム／見えない参加者,2021,1,20,20210120
29283,ＳＡＮＫＹＯ ｐｒｅｓｅｎｔｓ ワルキューレ ＬＩＶＥ ＴＯＵＲ ２０２０－２０２１ ～ワルキューレはあきらめない！！！！！～ ＬＩＶＥ ＶＩＥＷＩＮＧ,2021,1,22,20210122
29292,エマの秘密に恋したら （字幕版）,2021,1,22,20210122
29299,どん底作家の人生に幸あれ！,2021,1,22,20210122
29302,さんかく窓の外側は夜,2021,1,23,20210123
29321,ＫＣＩＡ 南山の部長たち,2021,1,23,20210123
29450,花束みたいな恋をした,2021,1,29,20210129
29453,ヤクザと家族 Ｔｈｅ Ｆａｍｉｌｙ,2021,1,29,20210129
29454,名も無き世界のエンドロール,2021,1,29,20210129
29469,プラットフォーム,2021,1,29,20210129
29492,ＨＯＴＥＩ ４０ｔｈ ＡＮＮＩＶＥＲＳＡＲＹ Ｌｉｖｅ Ｍｅｓｓａｇｅ ｆｒｏｍ Ｂｕｄｏｋａｎ ～とどけ。Ｄａｙ １～ＬＩＶＥＶＩＥＷＩＮＧ,2021,1,30,20210130
29519,おもいで写眞,2021,1,31,20210131
29556,Ｅｎｄｌｅｓｓ ＳＨＯＣＫ,2021,2,2,20210202
29629,哀愁しんでれら,2021,2,5,20210205
29646,ダニエル,2021,2,5,20210205
29649,イルミナティ 世界を操る闇の秘密結社,2021,2,5,20210205
29652,樹海村,2021,2,6,20210206
29667,劇場版「ホリミヤ」,2021,2,6,20210206
29668,ディエゴマラドーナ 二つの顔,2021,2,6,20210206
29671,宝塚歌劇 花組梅田芸術劇場公演「ＮＩＣＥ ＷＯＲＫ ＩＦ ＹＯＵ ＣＡＮ ＧＥＴ ＩＴ」ライブ中継,2021,2,6,20210206
29718,宝塚雪組 「ｆｆｆ－フォルティッシッシモ－」他,2021,2,8,20210208
29719,宝塚歌劇 雪組宝塚大劇場公演「ｆｆｆ」「シルクロード」千秋楽 ＬＶ,2021,2,8,20210208
29776,名探偵コナン 緋色の不在証明,2021,2,11,20210211
29781,劇場版 美少女戦士セーラームーンＥｔｅｒｎａｌ 後編,2021,2,11,20210211
29802,ファーストラヴ,2021,2,12,20210212
29811,プリンセス・プリンシパル Ｃｒｏｗｎ Ｈａｎｄｌｅｒ 第１章,2021,2,12,20210212
29818,ガメラ２ レギオン襲来＜４Ｋデジタル復元版＞,2021,2,12,20210212
29823,ノンストップ,2021,2,12,20210212
29830,すばらしき世界,2021,2,13,20210213
29849,マーメイド・イン・パリ （字幕版）,2021,2,13,20210213
29872,ＢＡＢＹＭＥＴＡＬ －１０ ＢＡＢＹＭＥＴＡＬ ＢＵＤＯＫＡＮ ＰＲＥＭＩＵＭ ＥＤＩＴＩＯＮ－,2021,2,14,20210214
29975,ライアー×ライアー,2021,2,19,20210219
29992,世界で一番いとしい君へ,2021,2,19,20210219
30007,あの頃。,2021,2,20,20210220
30022,藁にもすがる獣たち,2021,2,20,20210220
30033,スーパー戦隊ＭＯＶＩＥレンジャー２０２１,2021,2,21,20210221
30162,半径１メートルの君 上を向いて歩こう,2021,2,26,20210226
30163,あのこは貴族 完成披露付き上映会,2021,2,26,20210226
30166,劇場版ポルノグラファー プレイバック,2021,2,26,20210226
30167,スカイライン－逆襲－,2021,2,26,20210226
30172,ガンズ・アキンボ,2021,2,26,20210226
30195,爆笑問題ｗｉｔｈタイタンシネマライブ♯６９,2021,2,27,20210227
30222,ミュージカル・ゴシック「ポーの一族」大千秋楽ライブビューイング,2021,2,28,20210228
30245,リーサルストーム,2021,3,1,20210301
30246,ステージ・マザー,2021,3,1,20210301
30329,ＡＲＩＡ Ｔｈｅ ＣＲＥＰＵＳＣＯＬＯ,2021,3,5,20210305
30352,太陽は動かない,2021,3,6,20210306
30363,野球少女,2021,3,6,20210306
30380,ラーヤと龍の王国,2021,3,7,20210307
30399,キンキーブーツ,2021,3,7,20210307
30400,シン・エヴァンゲリオン劇場版,2021,3,8,20210308
30415,ガラスの城の約束,2021,3,8,20210308
30424,痛くない死に方,2021,3,8,20210308
30501,ブレイブ－群青戦記－,2021,3,12,20210312
30508,すくってごらん,2021,3,12,20210312
30513,映画しまじろう しまじろうと そらとぶふね,2021,3,12,20210312
30514,アウトポスト,2021,3,12,20210312
30515,ビバリウム,2021,3,12,20210312
30676,奥様は、取り扱い注意,2021,3,19,20210319
30677,トムとジェリー,2021,3,19,20210319
30684,まともじゃないのは君も一緒,2021,3,19,20210319
30699,ＭＥＴプレミアム２０２１「メリー・ウィドウ」,2021,3,19,20210319
30714,２０２１年劇団☆新感線４１周年春興行 Ｙｅｌｌｏｗ新感線「月影花之丞大逆転」,2021,3,20,20210320
30733,ミナリ,2021,3,21,20210321
30764,劇場版 Ｆａｔｅ／ｓｔａｙ ｎｉｇｈｔ Ｈｅａｖｅｎｓ Ｆｅｅｌ 第三章 ＜ビデオマスター版＞,2021,3,22,20210322
30781,映画ヒーリングっど・プリキュア ゆめのまちでキュン！っとＧｏＧｏ！大変身！！,2021,3,23,20210323
30852,ガールズ＆パンツァー 最終章 第３話,2021,3,26,20210326
30853,騙し絵の牙,2021,3,26,20210326
30858,ノマドランド,2021,3,26,20210326
30867,東京裁判,2021,3,26,20210326
30876,映画モンスターハンター,2021,3,27,20210327
30913,ゼロワン Ｏｔｈｅｒｓ 仮面ライダー滅亡迅雷,2021,3,28,20210328
30918,舞台「刀剣乱舞」天伝 蒼空の兵－大坂冬の陣－ ライブビューイング,2021,3,28,20210328
30919,大ヒット御礼舞台挨拶生中継 シンエヴァンゲリオン劇場版,2021,3,28,20210328
31026,劇場版シグナル 長期未解決事件捜査班,2021,4,2,20210402
31039,ホムンクルス,2021,4,2,20210402
31058,あんさんぶるスターズ！！ ＥＳ Ｍｕｓｉｃ Ｇａｒｄｅｎ Ｄｅｌａｙ Ｖｉｅｗｉｎｇ,2021,4,3,20210403
31063,るろうに剣心,2021,4,3,20210403
31070,るろうに剣心 伝説の最期編,2021,4,3,20210403
31149,時をかける少女,2021,4,6,20210406
31174,サンドラの小さな家,2021,4,7,20210407
31207,２１ブリッジ,2021,4,9,20210409
31208,るろうに剣心 京都大火編,2021,4,9,20210409
31209,ザ・スイッチ,2021,4,9,20210409
31210,バイプレイヤーズ もしも１００人の名脇役が映画を作ったら,2021,4,9,20210409
31217,パームスプリングス,2021,4,9,20210409
31218,ザ・バッド・ガイズ,2021,4,9,20210409
31219,ＢＬＵＥ／ブルー,2021,4,9,20210409
31224,レッドスネイク,2021,4,9,20210409
31321,アンモナイトの目覚め,2021,4,13,20210413
31368,砕け散るところを見せてあげる,2021,4,15,20210415
31375,名探偵コナン 緋色の弾丸,2021,4,16,20210416
31388,爆笑問題ｗｉｔｈタイタンシネマライブ♯７０,2021,4,16,20210416
31393,ガメラ３ 邪神＜イリス＞覚醒＜４Ｋデジタル復元版＞,2021,4,16,20210416
31486,ＡＶＡ／エヴァ,2021,4,20,20210420
31497,ＪＵＮＫ ＨＥＡＤ,2021,4,20,20210420
31550,るろうに剣心 最終章 Ｔｈｅ Ｆｉｎａｌ,2021,4,23,20210423
31553,劇場版 ＢａｎＧ Ｄｒｅａｍ！ Ｅｐｉｓｏｄｅ ｏｆ Ｒｏｓｅｌｉａ Ｉ：約束,2021,4,23,20210423
31562,グランパ・ウォーズ おじいちゃんと僕の宣戦布告,2021,4,23,20210423
31597,街の上で,2021,4,24,20210424
31624,アンタッチャブル,2021,4,25,20210425
31757,魔進戦隊キラメイジャーＶＳリュウソウジャー,2021,5,1,20210501
31768,ティファニーで朝食を,2021,5,1,20210501
31903,ジェントルメン,2021,5,7,20210507
31906,プロジェクトＶ,2021,5,7,20210507
31913,ローグ,2021,5,7,20210507
31918,大綱引の恋,2021,5,7,20210507
31921,ジェントルマン 〈インディアンムービーウィーク２０１９〉,2021,5,7,20210507
31946,Ｋｉｒａｍｕｎｅ Ｐｒｅｓｅｎｔｓ リーディングライブ「密室の中の亡霊 幻視探偵」ライブビューイング,2021,5,8,20210508
31963,ラブ・セカンド・サイト はじまりは初恋のおわりから （字幕版）,2021,5,9,20210509
31974,未来へのかたち,2021,5,9,20210509
32065,くれなずめ,2021,5,13,20210513
32080,ファーザー,2021,5,14,20210514
32095,しあわせのマスカット,2021,5,14,20210514
32096,ＳＮＳ 少女たちの１０日間,2021,5,14,20210514
32097,復興応援 政宗ダテニクル 合体版＋,2021,5,14,20210514
32102,美しき誘惑 現代の「画皮」,2021,5,15,20210515
32103,劇場版 Ｆａｔｅ／Ｇｒａｎｄ Ｏｒｄｅｒ 神聖円卓領域キャメロット 後編,2021,5,15,20210515
32148,台北暮色,2021,5,16,20210516
32189,劇場版 Ｆａｔｅ,2021,5,18,20210518
32224,シネマ歌舞伎 野田版 研辰の討たれ,2021,5,19,20210519
32251,いのちの停車場,2021,5,21,20210521
32266,茜色に焼かれる,2021,5,21,20210521
32275,地獄の花園,2021,5,22,20210522
32282,劇場版 ポリス×戦士 ラブパトリーナ！ 怪盗からの挑戦！ラブでパパッとタイホせよ！,2021,5,22,20210522
32309,ミュージカル「刀剣乱舞」 ～東京心覚～ ライブビューイング,2021,5,23,20210523
32312,（先行上映）お終活 熟春！人生、百年時代の過ごし方,2021,5,23,20210523
32315,レスキュー （字幕版）,2021,5,23,20210523
32406,映画 賭ケグルイ 絶体絶命ロシアンルーレット,2021,5,27,20210527
32427,クルエラ （吹替版）,2021,5,28,20210528
32430,ＨＯＫＵＳＡＩ,2021,5,28,20210528
32431,アオラレ,2021,5,28,20210528
32434,ハチとパルマの物語 （字幕版）,2021,5,28,20210528
32437,明日の食卓,2021,5,28,20210528
32438,名も無い日,2021,5,28,20210528
32469,アメリカン・ユートピア,2021,5,29,20210529
32594,ローズメイカー 奇跡のバラ,2021,6,3,20210603
32603,胸が鳴るのは君のせい,2021,6,4,20210604
32608,劇場版 少女☆歌劇 レヴュースタァライト,2021,6,4,20210604
32609,２ｇｅｔｈｅｒ ＴＨＥ ＭＯＶＩＥ,2021,6,4,20210604
32610,シドニアの騎士 あいつむぐほし,2021,6,4,20210604
32611,グリーンランド －地球最後の２日間－,2021,6,4,20210604
32618,コンティニュー,2021,6,4,20210604
32625,るろうに剣心 最終章 Ｔｈｅ Ｂｅｇｉｎｎｉｎｇ,2021,6,5,20210605
32640,映画大好きポンポさん,2021,6,5,20210605
32693,はるヲうるひと,2021,6,7,20210607
32696,シネマ歌舞伎 鰯賣戀曳網,2021,6,7,20210607
32775,機動戦士ガンダム 閃光のハサウェイ,2021,6,11,20210611
32776,キャラクター,2021,6,11,20210611
32781,漁港の肉子ちゃん,2021,6,11,20210611
32786,「宇宙戦艦ヤマト」という時代 西暦２２０２年の選択,2021,6,11,20210611
32793,映画 さよなら私のクラマー ファーストタッチ,2021,6,11,20210611
32798,爆笑問題ｗｉｔｈタイタンシネマライブ♯７１,2021,6,11,20210611
32807,Ｍｒ．ノーバディ,2021,6,12,20210612
32822,ブルーヘブンを君に,2021,6,12,20210612
32955,クワイエット・プレイス 破られた沈黙,2021,6,18,20210618
32956,ヒノマルソウル～舞台裏の英雄たち～,2021,6,18,20210618
32967,ＲＵＮ／ラン,2021,6,18,20210618
32968,リカ ～自称２８歳の純愛モンスター～,2021,6,18,20210618
32975,ザ・ファブル 殺さない殺し屋,2021,6,19,20210619
32984,モータルコンバット,2021,6,19,20210619
33119,Ｙｅｌｌｏｗ 新感線 月影花之丞大逆転 ディレイビューイング,2021,6,24,20210624
33134,ＢａｎＧ Ｄｒｅａｍ！ Ｅｐｉｓｏｄｅ ｏｆ Ｒｏｓｅｌｉａ ＩＩ：Ｓｏｎｇ Ｉ ａｍ．,2021,6,25,20210625
33137,それいけ！アンパンマン ふわふわフワリーと雲の国,2021,6,25,20210625
33138,Ａｒｃ アーク,2021,6,25,20210625
33145,稲村ジェーン,2021,6,25,20210625
33156,ピーターラビット２ バーナバスの誘惑,2021,6,26,20210626
33185,夏への扉－キミのいる未来へ－,2021,6,27,20210627
33222,１秒先の彼女,2021,6,28,20210628
33295,スーパーノヴァ,2021,7,1,20210701
33300,ゴジラｖｓコング,2021,7,2,20210702
33301,劇場版 七つの大罪 光に呪われし者たち,2021,7,2,20210702
33336,ジェジュン：オンザロード,2021,7,3,20210703
33395,アジアの天使,2021,7,5,20210705
33450,ブラックウィドウ,2021,7,8,20210708
33475,東京リベンジャーズ,2021,7,9,20210709
33476,ハニーレモンソーダ,2021,7,9,20210709
33485,唐人街探偵 東京ＭＩＳＳＩＯＮ,2021,7,9,20210709
33494,ライトハウス,2021,7,9,20210709
33515,１００日間生きたワニ,2021,7,10,20210710
33520,劇場編集版 かくしごと －ひめごとはなんですか－,2021,7,10,20210710
33661,ファイナル・プラン,2021,7,16,20210716
33664,プロミシング・ヤング・ウーマン,2021,7,16,20210716
33675,竜とそばかすの姫,2021,7,17,20210717
33710,ＳＥＯＢＯＫ／ソボク,2021,7,18,20210718
33813,犬部！,2021,7,22,20210722
33816,劇場版「Ｇのレコンギスタ ＩＩＩ」「宇宙からの遺産」,2021,7,22,20210722
33827,セイバー＋ゼンカイジャースーパーヒーロー戦記,2021,7,23,20210723
33832,とびだせ！ならせ！ ＰＵＩ ＰＵＩ モルカー,2021,7,23,20210723
33867,サイダーのように言葉が湧き上がる,2021,7,24,20210724
33922,＜月イチ歌舞伎２０２１＞野田版 研辰の討たれ,2021,7,26,20210726
33977,ジャングル・ブック,2021,7,29,20210729
34002,劇場版 Ｆａｔｅ／Ｇｒａｎｄ Ｏｒｄｅｒ 終局特異点 冠位時間神殿ソロモン,2021,7,30,20210730
34005,ジャングル・クルーズ,2021,7,30,20210730
34008,イン・ザ・ハイツ,2021,7,30,20210730
34019,パンケーキを毒見する,2021,7,30,20210730
34024,返校 言葉が消えた日,2021,7,30,20210730
34035,白蛇：縁起,2021,7,31,20210731
34076,映画クレヨンしんちゃん 謎メキ！花の天カス学園,2021,8,2,20210802
34099,都会（まち）のトム＆ソーヤ,2021,8,2,20210802
34136,ＢＬＡＣＫＰＩＮＫ ＴＨＥ ＭＯＶＩＥ,2021,8,4,20210804
34175,僕のヒーローアカデミア ＴＨＥ ＭＯＶＩＥ ワールド ヒーローズ ミッション,2021,8,6,20210806
34176,ワイルド・スピード ジェット・ブレイク,2021,8,6,20210806
34181,映画 太陽の子,2021,8,6,20210806
34280,キネマの神様,2021,8,10,20210810
34353,ザ・スーサイド・スクワッド ’極”悪党、集結,2021,8,13,20210813
34356,妖怪大戦争 ガーディアンズ,2021,8,13,20210813
34357,フリー・ガイ,2021,8,13,20210813
34360,映画おしりたんてい スフーレ島のひみつ／深海のサバイバル！,2021,8,13,20210813
34361,ドント・ブリーズ２,2021,8,13,20210813
34372,ターミネーター２ ３Ｄ,2021,8,13,20210813
34373,僕のヒーローアカデミア ＴＨＥ ＭＯＶＩＥ イッキミ,2021,8,13,20210813
34532,パウ・パトロール ザ・ムービー,2021,8,20,20210820
34537,ＢａｎＧ Ｄｒｅａｍ！ ＦＩＬＭ ＬＩＶＥ ２ｎｄ Ｓｔａｇｅ,2021,8,20,20210820
34548,Ｓｕｍｍｅｒ ｏｆ ８５ ＜リモートプレミア上映会＞,2021,8,20,20210820
34553,孤狼の血 ＬＥＶＥＬ２,2021,8,21,20210821
34562,劇場版 きんいろモザイク Ｔｈａｎｋ ｙｏｕ！！,2021,8,21,20210821
34567,ドライブ・マイ・カー,2021,8,21,20210821
34600,かぐや様は告らせたい～天才たちの恋愛頭脳戦～ファイナル,2021,8,23,20210823
34701,アーヤと魔女,2021,8,27,20210827
34706,オールド,2021,8,27,20210827
34709,スペース・プレイヤーズ,2021,8,27,20210827
34710,劇場版 Ｆａｔｅ／ｋａｌｅｉｄ ｌｉｎｅｒ プリズマ☆イリヤ Ｌｉｃｈｔ 名前の無い少女,2021,8,27,20210827
34713,夢判断、そして恐怖体験へ,2021,8,27,20210827
34742,岬のマヨイガ,2021,8,29,20210829
34743,白頭山大噴火,2021,8,29,20210829
34744,Ｖシネクスト「ゼロワン Ｏｔｈｅｒｓ 仮面ライダーバルカン＆バルキリー」,2021,8,29,20210829
34755,鳩の撃退法,2021,8,30,20210830
34850,シャン・チー／テン・リングスの伝説,2021,9,3,20210903
34851,科捜研の女 －劇場版－,2021,9,3,20210903
34854,リョーマ！Ｔｈｅ Ｐｒｉｎｃｅ ｏｆ Ｔｅｎｎｉｓ 新生劇場版テニスの王子様,2021,9,3,20210903
34873,アナザーラウンド,2021,9,3,20210903
34874,劇場版 がんばれ！ＴＥＡＭ ＮＡＣＳ,2021,9,3,20210903
34887,モンタナの目撃者,2021,9,4,20210904
34970,シャン・チー,2021,9,7,20210907
34973,テーラー 人生の仕立て屋,2021,9,7,20210907
35036,スパイラル：ソウ オールリセット,2021,9,10,20210910
35065,映画 おかあさんといっしょ ヘンテコ世界からの脱出！,2021,9,11,20210911
35092,先生、私の隣に座っていただけませんか？,2021,9,12,20210912
35115,スーパー戦闘 純烈ジャー,2021,9,13,20210913
35200,マスカレード・ナイト,2021,9,17,20210917
35201,劇場版 Ｆｒｅｅ！ －ｔｈｅ Ｆｉｎａｌ Ｓｔｒｏｋｅ－ 前編,2021,9,17,20210917
35202,レミニセンス,2021,9,17,20210917
35215,ＧＨＯＳＴ ＩＮ ＴＨＥ ＳＨＥＬＬ ゴースト・イン・ザ・シェル,2021,9,17,20210917
35358,プリンセス・プリンシパル Ｃｒｏｗｎ Ｈａｎｄｌｅｒ 第２章,2021,9,23,20210923
35359,ＭＩＮＡＭＡＴＡ ミナマタ,2021,9,23,20210923
35366,マイ・ダディ,2021,9,23,20210923
35371,オアシス：ネブワース１９９６,2021,9,23,20210923
35378,空白,2021,9,24,20210924
35397,整形水,2021,9,24,20210924
35398,殺人鬼から逃げる夜,2021,9,24,20210924
35451,総理の夫,2021,9,27,20210927
35460,クーリエ：最高機密の運び屋,2021,9,27,20210927
35557,ルパン三世 カリオストロの城 同時上映：ルパンは今も燃えているか？,2021,10,1,20211001
35590,ＳＰＩＴＺ ＪＡＭＢＯＲＥＥ ＴＯＵＲ ２０２１ ＮＥＷ ＭＩＫＫＥ ＴＨＥ ＭＯＶＩＥ,2021,10,2,20211002
35597,ＤＩＶＯＣ－１２,2021,10,2,20211002
35600,００７ ノー・タイム・トゥ・ダイ,2021,10,3,20211003
35627,護られなかった者たちへ,2021,10,4,20211004
35654,死霊館 悪魔のせいなら、無罪。,2021,10,5,20211005
35671,１０ ＢＡＢＹＭＥＴＡＬ ＢＵＤＯＫＡＮ,2021,10,5,20211005
35726,宇宙の法－エローヒム編－,2021,10,8,20211008
35731,キャッシュトラック,2021,10,8,20211008
35732,宇宙戦艦ヤマト２２０５ 新たなる旅立ち 前章 ＴＡＫＥ ＯＦＦ,2021,10,8,20211008
35741,プリズナーズ・オブ・ゴーストランド,2021,10,8,20211008
35766,神在月のこども,2021,10,9,20211009
35779,劇場版マクロス△ 絶対ＬＩＶＥ！！！！！！,2021,10,10,20211010
35808,劇場版 抱かれたい男１位に脅されています。～スペイン編～,2021,10,11,20211011
35839,ＯＮＯＤＡ 一万夜を越えて,2021,10,12,20211012
35900,燃えよ剣,2021,10,15,20211015
35901,ＤＵＮＥ／デューン 砂の惑星,2021,10,15,20211015
35908,最後の決闘裁判,2021,10,15,20211015
35911,キャンディマン,2021,10,15,20211015
35920,Ｏｕｒ Ｆｒｉｅｎｄ／アワーフレンド,2021,10,15,20211015
35929,劇場版 ルパンの娘,2021,10,16,20211016
36012,生誕祭＜Ｇｌｏｒｙ＞リョーマ！Ｔｈｅ Ｐｒｉｎｃｅ ｏｆ Ｔｅｎｎｉｓ 新生劇場版テニスの,2021,10,19,20211019
36083,Ｇ．Ｉ．ジョー：漆黒のスネークアイズ,2021,10,22,20211022
36084,ロン 僕のポンコツ・ボット,2021,10,22,20211022
36103,ＣＵＢＥ 一度入ったら、最後,2021,10,23,20211023
36110,ひらいて,2021,10,23,20211023
36125,映画トロピカル～ジュ！プリキュア 雪のプリンセスと奇跡の指輪,2021,10,24,20211024
36250,そして、バトンは渡された,2021,10,29,20211029
36257,アイの歌声を聴かせて,2021,10,29,20211029
36258,ハロウィン ＫＩＬＬＳ,2021,10,29,20211029
36263,モーリタニアン 黒塗りの記録,2021,10,29,20211029
36300,劇場版 ソードアート・オンライン プログレッシブ 星なき夜のアリア,2021,10,31,20211031
36325,老後の資金がありません！,2021,11,1,20211101
36400,劇場版「きのう何食べた？」,2021,11,4,20211104
36415,テン・ゴーカイジャー,2021,11,4,20211104
36432,リスペクト,2021,11,5,20211105
36451,エターナルズ,2021,11,6,20211106
36470,ほんとうのピノッキオ,2021,11,6,20211106
36471,ＡＲＡＳＨＩ ５×２０ ＦＩＬＭ,2021,11,6,20211106
36504,映画 すみっコぐらし 青い月夜のまほうのコ,2021,11,8,20211108
36517,蒼穹のファフナー ＴＨＥ ＢＥＹＯＮＤ 第十話・第十一話・第十二話,2021,11,8,20211108
36544,アンテベラム,2021,11,9,20211109
36611,恋する寄生虫,2021,11,12,20211112
36614,梅切らぬバカ,2021,11,12,20211112
36615,攻殻機動隊 新劇場版,2021,11,12,20211112
36618,おしえて！ドクター・ルース,2021,11,12,20211112
36623,サマーゴースト,2021,11,12,20211112
36634,アイス・ロード,2021,11,13,20211113
36639,マリグナント 狂暴な悪夢,2021,11,13,20211113
36720,カオス・ウォーキング,2021,11,16,20211116
36775,土竜の唄 ＦＩＮＡＬ,2021,11,19,20211119
36796,聖地Ｘ,2021,11,19,20211119
36869,ずっと独身でいるつもり？,2021,11,22,20211122
36874,ＯＮＥ ＦＯＵＲ ＫＥＮＧＯ ＴＨＥ ＭＯＶＩＥ…,2021,11,22,20211122
36911,劇場版 舞台「刀剣乱舞」虚伝 燃ゆる本能寺,2021,11,24,20211124
36914,Ｊｕｉｃｅ＝Ｊｕｉｃｅ ＣＯＮＣＥＲＴ ２０２０ 宮本佳林卒業スペシャル ＬＶ,2021,11,24,20211124
36933,ミュージカル「刀剣乱舞」～静かの海のパライソ～ライブビューイング,2021,11,25,20211125
36952,ディア・エヴァン・ハンセン,2021,11,26,20211126
36961,昨日より赤く明日より青く ＣＩＮＥＭＡＦＩＧＨＴＥＲＳ ＰＲＯＪＥＣＴ,2021,11,26,20211126
36966,ミュージカル「刀剣乱舞」 壽 乱舞音曲祭 膝丸 （４ＤＸ）,2021,11,26,20211126
36985,ＥＵＲＥＫＡ 交響詩篇エウレカセブン ハイエボリューション,2021,11,27,20211127
36994,劇場版 うたの☆プリンスさまっ♪マジ ＬＯＶＥ キングダム（１０万分の１秒の音響映画祭）,2021,11,27,20211127
37001,ミラベルと魔法だらけの家,2021,11,28,20211128
37074,ダ・ヴィンチは誰に微笑む （字幕版）,2021,11,30,20211130
37077,新世紀エヴァンゲリオン劇場版Ａｉｒ／まごころを、君に,2021,12,1,20211201
37082,ダーク・アンド・ウィケッド,2021,12,1,20211201
